java.lang.AbstractStringBuilder.charAt,0.0023
org.springframework.asm.Type.getReturnType,0.0026
org.springframework.boot.loader.jar.NestedJarFile.getContentEntry,0.0067
java.lang.reflect.Method.hashCode,0.0041
java.lang.StringConcatHelper.newArray,0.0365
org.hibernate.metamodel.mapping.internal.ToOneAttributeMapping.buildEntityFetchJoined,0.0021
org.apache.catalina.core.ApplicationContext.addFilter,0.0017
net.bytebuddy.description.type.TypeDescription$ForLoadedType.getInterfaces,0.0021
org.springframework.web.servlet.resource.ResourceUrlProvider.<init>,0.0026
org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.addSingleton,0.0038
org.aspectj.internal.lang.reflect.AjTypeImpl.<init>,0.0063
jdk.internal.misc.Unsafe.getIntVolatile,0.0012
java.lang.PublicMethods.merge,0.0047
org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$572/0x00000284dd3cd1f8.<init>,0.0029
org.springframework.util.ConcurrentLruCache$CacheEntry.<init>,0.0022
org.springframework.core.annotation.AnnotationTypeMapping.addConventionAnnotationValues,0.0015
org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery,0.0076
org.springframework.data.repository.config.RepositoryBeanDefinitionBuilder.buildMetadata,0.0026
org.springframework.cglib.core.ReflectUtils.<clinit>,0.0026
jdk.internal.misc.Unsafe.getReference,0.0017
org.aspectj.weaver.tools.PointcutParser.setClassLoader,0.0063
org.springframework.aop.framework.AbstractAdvisingBeanPostProcessor.isEligible,0.0050
java.util.TimSort.ensureCapacity,0.0013
org.antlr.v4.runtime.RuleContext.setAltNumber,0.0026
org.springframework.beans.factory.InjectionPoint.<init>,0.0029
jdk.internal.org.objectweb.asm.FieldWriter.<init>,0.0047
org.springframework.boot.loader.net.protocol.jar.UrlJarFiles.cacheIfAbsent,0.0446
java.util.stream.ReduceOps.makeRefCounting,0.0022
java.security.MessageDigest.getInstance,0.0038
org.springframework.boot.loader.net.protocol.jar.UrlJarFiles.getCached,0.0103
org.springframework.core.annotation.SynthesizedMergedAnnotationInvocationHandler.createProxy,0.0047
org.springframework.core.type.classreading.MergedAnnotationReadingVisitor.get,0.0027
io.micrometer.core.instrument.Gauge$Builder.<init>,0.0029
org.hibernate.validator.internal.metadata.core.ConstraintHelper.isMultiValueConstraint,0.0011
net.bytebuddy.description.method.MethodList$Explicit.size,0.0021
org.springframework.boot.autoconfigure.task.TaskSchedulingProperties.<init>,0.0029
org.springframework.core.annotation.MergedAnnotationsCollection.isPresent,0.0046
java.util.concurrent.ConcurrentHashMap.putIfAbsent,0.0289
java.lang.invoke.DirectMethodHandle.maybeCompile,0.0017
io.micrometer.core.instrument.observation.DefaultMeterObservationHandler.onStart,0.0000
org.hibernate.type.descriptor.java.spi.JavaTypeBaseline.registerCollectionTypes,0.0063
jdk.proxy2.$Proxy54.annotationType,0.0026
java.util.TreeSet.iterator,0.0038
org.springframework.core.type.AnnotatedTypeMetadata.isAnnotated,0.0086
java.lang.ClassLoader.nameAndId,0.0027
java.lang.invoke.MethodHandles.foldArgumentsWithCombiner,0.0027
org.springframework.util.ConcurrentLruCache.drainOperations,0.0022
sun.reflect.generics.reflectiveObjects.WildcardTypeImpl.getLowerBounds,0.0022
jdk.internal.loader.NativeLibraries.load,0.0000
jdk.internal.reflect.ClassFileAssembler.opc_invokespecial,0.0027
org.springframework.boot.autoconfigure.condition.OnClassCondition.getCandidates,0.0027
org.springframework.core.ResolvableType.forClass,0.0046
org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor.<init>,0.0012
org.springframework.util.ConcurrentReferenceHashMap.<init>,0.0050
org.thymeleaf.spring6.requestdata.RequestDataValueProcessorUtils.processUrl,0.0013
net.bytebuddy.dynamic.loading.ClassInjector$UsingLookup.injectRaw,0.0021
org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean,0.0029
org.thymeleaf.standard.expression.StandardExpressionObjectFactory.<clinit>,0.0013
sun.nio.fs.WindowsNativeDispatcher.asNativeBuffer,0.0035
java.util.jar.JarEntry.<init>,0.0029
org.hibernate.boot.internal.InFlightMetadataCollectorImpl.lambda$addEntityBinding$0,0.0012
sun.reflect.generics.parser.SignatureParser.parseFormalTypeParameters,0.0022
java.lang.System$2.createOrGetClassLoaderValueMap,0.0128
org.hibernate.boot.model.internal.PropertyBinder.makePropertyAndValue,0.0012
java.util.regex.Pattern.closure,0.0026
sun.nio.ch.Net.accept,0.2035
org.aspectj.weaver.patterns.KindedPointcut.fastMatch,0.0021
org.hibernate.loader.ast.internal.LoaderSelectBuilder.generateSelect,0.0021
org.springframework.data.jpa.provider.PersistenceProvider.<init>,0.0022
org.apache.tomcat.util.net.AbstractEndpoint.initializeConnectionLatch,0.0021
java.lang.invoke.MethodHandle.asTypeUncached,0.0021
jdk.internal.org.objectweb.asm.FieldVisitor.<init>,0.0029
org.thymeleaf.engine.TemplateModelController.createStandaloneEquivalentModel,0.0013
org.springframework.context.support.PropertySourcesPlaceholderConfigurer.processProperties,0.0026
org.hibernate.validator.internal.metadata.aggregated.rule.VoidMethodsMustNotBeReturnValueConstrained.apply,0.0022
org.apache.catalina.core.StandardService.<init>,0.0021
org.apache.tomcat.util.descriptor.web.SecurityConstraint.<clinit>,0.0017
net.bytebuddy.implementation.attribute.AnnotationAppender$ForTypeAnnotations.ofTypeVariable,0.0021
java.lang.invoke.InvokerBytecodeGenerator.emitReturn,0.0065
org.thymeleaf.util.EscapedAttributeUtils.escapeAttribute,0.0090
jdk.internal.misc.Unsafe.copyMemory,0.0017
org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor.<init>,0.0015
org.springframework.boot.loader.zip.ZipString.endsWith,0.0017
org.aspectj.weaver.World.<init>,0.0126
org.springframework.data.convert.Jsr310Converters.<clinit>,0.0031
org.springframework.util.ConcurrentReferenceHashMap$SoftEntryReference.<init>,0.0023
org.springframework.context.annotation.ClassPathBeanDefinitionScanner.<init>,0.0016
org.aspectj.apache.bcel.classfile.AttributeUtils.readAttributes,0.0128
org.h2.mvstore.db.MVSecondaryIndex.convertToKey,0.0038
java.lang.invoke.DirectMethodHandle.fieldOffset,0.0017
org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods,0.0031
java.lang.reflect.Constructor.<init>,0.0016
org.apache.coyote.Request.method,0.0013
org.aspectj.weaver.JoinPointSignatureIterator.<init>,0.0029
sun.nio.ch.ServerSocketChannelImpl.<init>,0.0059
java.net.URL.hashCode,0.0049
org.apache.catalina.connector.Connector.getURICharset,0.0090
org.springframework.data.mapping.model.AnnotationBasedPersistentProperty.isAnnotationPresent,0.0026
java.lang.String$CaseInsensitiveComparator.compare,0.0061
sun.invoke.util.VerifyAccess.isSamePackage,0.0035
java.lang.ThreadLocal$ThreadLocalMap.nextIndex,0.0017
org.springframework.boot.loader.zip.FileChannelDataBlock$ManagedFileChannel.fillBuffer,0.0177
java.lang.invoke.DirectMethodHandle.allocateInstance,0.0055
org.hibernate.engine.jdbc.internal.FormatStyle.<clinit>,0.0038
io.micrometer.core.aop.CountedAspect.<init>,0.0029
org.hibernate.query.internal.BindingTypeHelper.resolveBindType,0.0038
java.io.RandomAccessFile.seek0,0.0155
org.hibernate.sql.results.internal.NavigablePathMapToInitializer.put,0.0038
java.nio.ByteBuffer.put,0.0052
jdk.internal.org.objectweb.asm.AnnotationWriter.<init>,0.0017
java.util.HashMap.putVal,0.0663
org.thymeleaf.linkbuilder.StandardLinkBuilder.buildLink,0.0013
java.lang.reflect.Proxy.getProxyConstructor,0.0033
java.nio.HeapCharBuffer.get,0.0021
org.antlr.v4.runtime.misc.Array2DHashSet.getOrAdd,0.0077
